Source IP,Source Port,Destination IP,Destinatino Port,Protocol,Num_pkts,Bytes,Stream ID,StoD Num_pkts,StoD bytes,DtoS Num_pkts,DtoS bytes,Captured Time,Duration,StoD bits/sec,DtoS bits/sec
192.168.0.38,54934,142.250.76.131,443,TCP,6,468,546,6,468,0,0,7023.948276,6E-06,,
192.168.0.38,54935,142.250.76.131,443,TCP,6,468,547,6,468,0,0,7023.948284,6E-06,,
192.168.0.38,53079,168.126.63.1,53,UDP,1,85,1841,1,85,0,0,7023.948298,0,,
169.254.60.30,5353,224.0.0.251,5353,UDP,15,6798,1842,15,6798,0,0,7023.948889,2E-05,,
192.168.219.1,67,192.168.219.101,68,UDP,3,1026,1843,3,1026,0,0,7197.242737,1100.250083,7,0
192.168.219.100,5353,224.0.0.251,5353,UDP,2,1164,1844,2,1164,0,0,7197.419198,3.899652,2387,0
fe80::2e2b:f9ff:fe36:b19c,5353,ff02::fb,5353,UDP,1,656,1845,1,656,0,0,7197.425148,0,,
192.168.219.101,5353,224.0.0.251,5353,UDP,62,36545,1846,62,36545,0,0,7199.955425,1967.961228,148,0
192.168.219.21,5353,192.168.219.101,5353,UDP,4,1525,1847,4,1525,0,0,7200.252743,1796.82512,6,0
192.168.219.101,63675,61.41.153.2,53,UDP,2,281,1848,1,102,1,179,7200.252824,0.010424,78280,137375
192.168.219.101,57507,61.41.153.2,53,UDP,2,243,1849,1,84,1,159,7200.252974,0.010275,65401,123795
192.168.219.101,62548,61.41.153.2,53,UDP,2,232,1850,1,78,1,154,7200.252976,0.013721,45477,89789
192.168.219.101,54958,61.41.153.2,53,UDP,2,225,1851,1,88,1,137,7200.252978,0.018496,38062,59256
192.168.219.101,34185,61.41.153.2,53,UDP,2,440,1852,1,75,1,365,7200.252989,0.018486,32456,157957
192.168.219.101,54952,61.41.153.2,53,UDP,2,199,1853,1,75,1,124,7200.25299,0.018485,32458,53665
192.168.219.101,46678,61.41.153.2,53,UDP,2,166,1854,1,75,1,91,7200.252991,0.025632,23408,28401
192.168.219.101,64469,61.41.153.2,53,UDP,2,207,1855,1,75,1,132,7200.252992,0.025632,23408,41198
192.168.219.101,57557,61.41.153.2,53,UDP,2,265,1856,1,95,1,170,7200.254462,0.024161,31455,56289
192.168.219.101,55277,61.41.153.2,53,UDP,2,174,1857,1,79,1,95,7200.254597,0.024027,26303,31631
192.168.219.101,65048,61.41.153.2,53,UDP,2,164,1858,1,74,1,90,7200.254675,0.023949,24719,30063
192.168.219.101,52738,61.41.153.2,53,UDP,2,296,1859,1,73,1,223,7200.254752,0.028844,20246,61849
192.168.219.101,50103,61.41.153.2,53,UDP,2,264,1860,1,78,1,186,7200.254915,0.028677,21759,51888
192.168.219.101,51427,61.41.153.2,53,UDP,2,322,1861,1,78,1,244,7200.254991,0.028604,21815,68242
192.168.219.101,55727,61.41.153.2,53,UDP,2,200,1862,1,75,1,125,7200.255063,0.028531,21029,35049
192.168.219.101,51195,61.41.153.2,53,UDP,2,341,1863,1,82,1,259,7200.255144,0.02845,23057,72829
192.168.219.101,54128,61.41.153.2,53,UDP,2,239,1864,1,79,1,160,7200.255213,0.028383,22266,45097
192.168.219.101,53573,61.41.153.2,53,UDP,2,383,1865,1,92,1,291,7200.255694,0.027902,26378,83434
192.168.219.101,57763,61.41.153.2,53,UDP,2,374,1866,1,84,1,290,7200.255794,0.027801,24171,83450
192.168.219.101,61716,61.41.153.2,53,UDP,2,336,1867,1,82,1,254,7200.256281,0.027317,24014,74385
192.168.219.101,61336,61.41.153.2,53,UDP,2,284,1868,1,82,1,202,7200.256432,0.027162,24151,59494
192.168.219.101,59516,61.41.153.2,53,UDP,2,328,1869,1,85,1,243,7200.259963,0.023634,28772,82254
192.168.219.101,55066,61.41.153.2,53,UDP,2,297,1870,1,85,1,212,7200.260272,0.023325,29153,72711
192.168.219.101,54080,142.250.66.110,443,UDP,18,11671,1871,8,4053,10,7618,7200.272411,0.263896,122866,230939
192.168.219.101,62219,61.41.153.2,53,UDP,2,264,1872,1,82,1,182,7200.278234,0.007028,93340,207171
192.168.219.101,63581,61.41.153.2,53,UDP,2,222,1873,1,82,1,140,7200.278317,0.006945,94456,161267
192.168.219.101,55067,172.217.25.3,443,UDP,54,13032,1874,24,3991,30,9041,7200.279427,25.734597,1240,2810
192.168.219.101,53057,61.41.153.2,53,UDP,2,215,1875,1,79,1,136,7200.279565,0.007867,80335,138299
192.168.219.101,57381,61.41.153.2,53,UDP,2,241,1876,1,84,1,157,7200.284581,0.01042,64491,120537
192.168.219.101,60299,17.253.114.125,123,UDP,2,180,1877,1,90,1,90,7200.28801,0.01072,67164,67164
192.168.219.101,57626,61.41.153.2,53,UDP,2,276,1878,1,105,1,171,7200.288245,0.006757,124315,202456
192.168.219.101,52839,61.41.153.2,53,UDP,2,358,1879,1,137,1,221,7200.288335,0.010396,105425,170065
192.168.219.101,54321,61.41.153.2,53,UDP,2,246,1880,1,91,1,155,7200.288639,0.010092,72136,122869
192.168.219.101,49204,142.250.204.142,443,UDP,34,20556,1881,17,5099,17,15457,7200.291432,0.3533,115459,350002
192.168.219.101,63762,17.57.145.138,5223,TCP,164,50490,548,94,36600,70,13890,7200.2991,1972.776239,148,56
192.168.219.101,63761,17.248.221.4,443,TCP,57,21945,549,24,7693,33,14252,7200.300342,1097.19487,56,103
192.168.219.101,53095,17.253.114.125,123,UDP,2,180,1882,1,90,1,90,7200.300758,0.123644,5823,5823
192.168.219.101,63763,3.90.90.242,443,TCP,24,9107,550,10,2474,14,6633,7200.301013,1098.099991,18,48
192.168.219.101,63764,121.53.203.203,443,TCP,31,10291,551,13,2353,18,7938,7200.305498,1853.287178,10,34
192.168.219.101,54199,17.253.114.253,123,UDP,2,180,1883,1,90,1,90,7200.428218,0.008748,82304,82304
192.168.219.101,63765,142.250.204.142,443,TCP,3,206,552,2,132,1,74,7200.447373,0.047666,22154,12419
192.168.219.101,58540,61.41.153.2,53,UDP,2,246,1884,1,76,1,170,7200.493119,0.00766,79373,177545
192.168.219.101,62578,61.41.153.2,53,UDP,2,204,1885,1,76,1,128,7200.493321,0.00746,81501,137265
192.168.219.101,54924,61.41.153.2,53,UDP,2,234,1886,1,85,1,149,7200.501694,0.009576,71010,124477
192.168.219.101,63766,211.249.201.68,443,TCP,30,10465,553,15,2850,15,7615,7200.515008,1097.347249,20,55
192.168.219.101,59634,142.250.204.142,443,UDP,30,14807,1887,17,7035,13,7772,7200.630611,0.198675,283276,312953
192.168.219.101,62634,61.41.153.2,53,UDP,2,280,1888,1,85,1,195,7200.773376,0.007412,91743,210469
192.168.219.101,61370,61.41.153.2,53,UDP,2,338,1889,1,85,1,253,7200.773449,0.007339,92655,275786
192.168.219.101,62144,61.41.153.2,53,UDP,2,245,1890,1,86,1,159,7200.781318,0.014074,48884,90379
192.168.219.101,63767,17.248.221.8,443,TCP,28,12769,554,13,4329,15,8440,7200.798139,1097.736521,31,61
192.168.219.101,31408,61.41.153.2,53,UDP,2,198,1891,1,79,1,119,7200.960212,0.013322,47440,71460
192.168.219.101,61935,61.41.153.2,53,UDP,2,232,1892,1,79,1,153,7200.960271,0.013262,47654,92293
192.168.219.101,63056,142.251.220.14,443,UDP,68,28829,1893,35,16029,33,12800,7200.974062,24.387091,5258,4198
192.168.219.101,38784,61.41.153.2,53,UDP,2,197,1894,1,76,1,121,7201.159512,0.037515,16206,25803
192.168.219.101,54410,239.255.255.250,1900,UDP,4,872,1895,4,872,0,0,7201.16117,3.013,2315,0
192.168.219.21,38458,192.168.219.101,54410,UDP,1,558,1896,1,558,0,0,7201.197028,0,,
192.168.219.101,54938,64.233.189.188,443,TCP,28,10198,555,13,1847,15,8351,7201.197632,1711.973011,8,39
192.168.219.100,5353,192.168.219.101,5353,UDP,3,1697,1897,3,1697,0,0,7201.356992,1712.157876,7,0
192.168.219.100,43646,192.168.219.101,54410,UDP,4,1512,1898,4,1512,0,0,7201.356992,0.192214,62929,0
192.168.219.101,60294,61.41.153.2,53,UDP,2,359,1899,1,72,1,287,7201.385607,0.007184,80178,319599
192.168.219.101,54937,61.41.153.2,53,UDP,2,314,1900,1,72,1,242,7201.385662,0.009238,62351,209569
192.168.219.101,62326,61.41.153.2,53,UDP,2,357,1901,1,82,1,275,7201.391618,0.006616,99153,332527
192.168.219.101,61463,61.41.153.2,53,UDP,2,437,1902,1,82,1,355,7201.391699,0.006536,100367,434516
192.168.219.101,53578,61.41.153.2,53,UDP,2,236,1903,1,86,1,150,7201.393157,0.006713,102487,178757
192.168.219.101,52361,61.41.153.2,53,UDP,2,235,1904,1,84,1,151,7201.39873,0.004426,,
192.168.219.101,63768,104.75.167.5,443,TCP,20,8250,556,10,1641,10,6609,7201.40194,10.733659,1223,4925
192.168.219.101,63769,175.207.14.49,443,TCP,24,14137,557,9,1895,15,12242,7201.404316,10.731337,1412,9126
192.168.219.101,54939,192.168.219.21,8008,TCP,23,2889,558,12,960,11,1929,7202.1662,2033.288973,3,7
192.168.219.101,54940,192.168.219.100,1689,TCP,12,2457,559,6,629,6,1828,7202.166349,1723.020834,2,8
192.168.219.101,53803,61.41.153.2,53,UDP,2,264,1905,1,89,1,175,7202.219433,0.038786,18357,36095
192.168.219.101,61224,61.41.153.2,53,UDP,2,223,1906,1,89,1,134,7202.219572,0.038647,18423,27738
192.168.219.21,38101,192.168.219.101,54410,UDP,1,558,1907,1,558,0,0,7202.258778,0,,
192.168.219.101,56239,61.41.153.2,53,UDP,2,249,1908,1,96,1,153,7202.258801,0.006142,125040,199283
192.168.219.101,55104,142.251.220.33,443,UDP,30,16069,1909,15,5037,15,11032,7202.269053,0.688536,58524,128179
192.168.219.100,57724,192.168.219.101,54410,UDP,4,1512,1910,4,1512,0,0,7202.548963,0.200183,60424,0
192.168.219.101,62570,142.251.220.33,443,UDP,35,17612,1911,18,5268,17,12344,7202.962446,1.148665,36689,85971
192.168.219.21,48274,192.168.219.101,54410,UDP,1,558,1912,1,558,0,0,7203.180217,0,,
192.168.219.101,137,192.168.219.255,137,UDP,21,2148,1913,21,2148,0,0,7203.301043,1718.428024,9,0
192.168.219.100,44501,192.168.219.101,54410,UDP,4,1512,1914,4,1512,0,0,7203.469488,0.202502,59732,0
192.168.219.101,62081,61.41.153.2,53,UDP,2,213,1915,1,78,1,135,7203.618614,0.009206,67781,117314
192.168.219.101,64793,61.41.153.2,53,UDP,2,412,1916,1,78,1,334,7203.618678,0.009142,68256,292277
192.168.219.101,63770,142.250.204.138,443,TCP,26,10098,560,12,2056,14,8042,7203.634174,1093.816858,15,58
192.168.219.101,65159,142.251.220.33,443,UDP,36,17781,1917,19,5353,17,12428,7204.115157,0.776794,55129,127992
192.168.219.101,54941,192.168.219.100,8009,TCP,2,132,561,1,78,1,54,7204.167617,0.006085,102547,70994
192.168.219.101,54942,192.168.219.21,8009,TCP,258,42771,562,167,21069,91,21702,7204.167865,2054.898386,82,84
192.168.219.101,54943,192.168.219.100,8009,TCP,2,132,563,1,78,1,54,7204.175707,0.011177,55828,38650
192.168.219.21,36284,192.168.219.101,54410,UDP,1,558,1918,1,558,0,0,7204.182033,0,,
192.168.219.100,41984,192.168.219.101,54410,UDP,4,1512,1919,4,1512,0,0,7204.409099,0.200016,60475,0
192.168.219.101,56513,142.251.220.33,443,UDP,34,17493,1920,17,5383,17,12110,7204.938081,0.705194,61066,137380
192.168.219.101,60130,61.41.153.2,53,UDP,2,303,1921,1,82,1,221,7205.347655,0.039877,16450,44336
192.168.219.101,60051,61.41.153.2,53,UDP,2,261,1922,1,82,1,179,7205.347755,0.039776,16492,36001
192.168.219.101,55810,61.41.153.2,53,UDP,2,225,1923,1,82,1,143,7205.388987,0.006179,106166,185143
192.168.219.101,63772,104.109.240.226,443,TCP,22,8440,564,10,1551,12,6889,7205.398711,1097.46403,11,50
192.168.219.101,63771,104.109.240.226,443,TCP,23,8506,565,11,1617,12,6889,7205.400166,1097.345403,11,50
192.168.219.101,63773,104.109.240.226,443,TCP,21,8374,566,9,1485,12,6889,7205.447607,1097.415134,10,50
192.168.219.101,51529,142.251.220.33,443,UDP,32,17600,1924,17,5569,15,12031,7205.647947,0.6674,66754,144213
192.168.219.101,53675,142.251.220.33,443,UDP,34,17746,1925,17,5563,17,12183,7206.323827,0.777917,57209,125288
192.168.219.101,52363,142.251.220.33,443,UDP,43,29095,1926,19,7628,24,21467,7207.073182,0.779411,78295,220340
192.168.219.101,51989,61.41.153.2,53,UDP,2,338,1927,1,75,1,263,7208.352307,0.009227,65026,228026
192.168.219.101,63491,61.41.153.2,53,UDP,2,284,1928,1,75,1,209,7208.352402,0.009134,65688,183052
192.168.219.101,62054,61.41.153.2,53,UDP,2,282,1929,1,106,1,176,7208.362518,0.007744,109504,181818
192.168.219.101,63774,52.177.138.113,443,TCP,36,10171,567,24,3904,12,6267,7208.373043,1809.657376,17,27
192.168.219.101,36825,61.41.153.2,53,UDP,2,198,1930,1,91,1,107,7211.757601,0.022367,32547,38270
192.168.219.101,17242,61.41.153.2,53,UDP,2,232,1931,1,91,1,141,7211.757656,0.022311,32629,50558
192.168.219.101,64475,216.58.203.74,443,UDP,67,18330,1932,34,7887,33,10443,7211.781216,1701.420096,37,49
192.168.219.101,50202,216.58.203.74,443,UDP,31,11698,1933,14,3617,17,8081,7212.067884,0.728537,39717,88736
192.168.219.101,54944,192.168.219.100,8009,TCP,2,132,568,1,78,1,54,7218.886846,0.006646,93891,65001
192.168.219.101,54945,192.168.219.100,8009,TCP,2,132,569,1,78,1,54,7227.54283,0.006926,90095,62373
192.168.219.21,9956,192.168.219.255,9956,UDP,12,1918,1934,12,1918,0,0,7230.198484,2000.211017,7,0
192.168.219.101,63977,61.41.153.2,53,UDP,2,228,1935,1,106,1,122,8297.39747,0.013451,63043,72559
192.168.219.101,57310,61.41.153.2,53,UDP,2,186,1936,1,85,1,101,8297.397474,0.013448,50565,60083
192.168.219.101,63237,61.41.153.2,53,UDP,2,281,1937,1,102,1,179,8297.397477,0.013443,60700,106523
192.168.219.101,59236,61.41.153.2,53,UDP,2,243,1938,1,84,1,159,8297.397479,0.01344,49999,94642
192.168.219.101,63309,61.41.153.2,53,UDP,2,282,1939,1,106,1,176,8297.397481,0.01344,63095,104761
192.168.219.101,55552,61.41.153.2,53,UDP,2,228,1940,1,106,1,122,8297.397485,0.013437,63109,72635
192.168.219.101,55063,61.41.153.2,53,UDP,2,186,1941,1,85,1,101,8297.39749,0.013432,50625,60154
192.168.219.101,62468,61.41.153.2,53,UDP,2,296,1942,1,73,1,223,8297.397493,0.013429,43487,132846
192.168.219.101,62205,61.41.153.2,53,UDP,2,303,1943,1,96,1,207,8297.397497,0.053533,14346,30934
192.168.219.101,63931,61.41.153.2,53,UDP,2,349,1944,1,96,1,253,8297.3975,0.015234,50413,132860
192.168.219.101,58755,61.41.153.2,53,UDP,2,348,1945,1,103,1,245,8297.397504,0.013419,61405,146061
192.168.219.101,53196,61.41.153.2,53,UDP,2,267,1946,1,95,1,172,8297.397506,0.013418,56640,102548
192.168.219.101,51925,61.41.153.2,53,UDP,2,212,1947,1,82,1,130,8297.397508,0.013416,48896,77519
192.168.219.101,54543,61.41.153.2,53,UDP,2,225,1948,1,82,1,143,8297.39751,0.013413,48907,85290
192.168.219.101,60735,61.41.153.2,53,UDP,2,180,1949,1,82,1,98,8297.397513,0.013412,48911,58455
192.168.219.101,53149,61.41.153.2,53,UDP,2,246,1950,1,76,1,170,8297.397517,0.015217,39955,89373
192.168.219.101,52764,61.41.153.2,53,UDP,2,204,1951,1,76,1,128,8297.39752,0.013403,45362,76400
192.168.219.101,55535,61.41.153.2,53,UDP,2,264,1952,1,82,1,182,8297.397523,0.015209,43132,95732
192.168.219.101,61356,61.41.153.2,53,UDP,2,222,1953,1,82,1,140,8297.397525,0.0134,48955,83582
192.168.219.101,54954,61.41.153.2,53,UDP,2,296,1954,1,84,1,212,8297.397528,0.015206,44193,111534
192.168.219.101,59259,61.41.153.2,53,UDP,2,245,1955,1,86,1,159,8297.397531,0.013394,51366,94967
192.168.219.101,54585,61.41.153.2,53,UDP,2,300,1956,1,86,1,214,8297.397533,0.013391,51377,127847
192.168.219.101,53594,17.253.114.125,123,UDP,2,180,1957,1,90,1,90,8297.416969,0.007697,93542,93542
192.168.219.101,58178,61.41.153.2,53,UDP,2,246,1958,1,91,1,155,8297.417136,0.005707,127562,217277
192.168.219.101,60507,61.41.153.2,53,UDP,2,234,1959,1,85,1,149,8297.417559,0.005285,128666,225543
192.168.219.101,53788,17.253.114.125,123,UDP,2,180,1960,1,90,1,90,8297.426835,0.030526,23586,23586
192.168.219.101,61103,61.41.153.2,53,UDP,2,276,1961,1,105,1,171,8297.451733,0.010353,81135,132135
192.168.219.101,65330,17.253.114.253,123,UDP,2,180,1962,1,90,1,90,8297.459337,0.035873,20070,20070
192.168.219.101,62625,61.41.153.2,53,UDP,2,174,1963,1,79,1,95,8297.495402,0.008322,75943,91324
192.168.219.101,53690,61.41.153.2,53,UDP,2,164,1964,1,74,1,90,8297.495431,0.00829,71411,86851
192.168.219.101,55331,61.41.153.2,53,UDP,2,200,1965,1,75,1,125,8297.495439,0.045821,13094,21824
192.168.219.101,53619,61.41.153.2,53,UDP,2,318,1966,1,95,1,223,8297.495447,0.008276,91831,215563
192.168.219.103,5353,192.168.219.101,5353,UDP,3,979,1967,2,540,1,439,8297.824832,801.314393,5,4
192.168.219.101,61244,61.41.153.2,53,UDP,2,249,1968,1,96,1,153,8297.869587,0.091484,8394,13379
192.168.219.101,61982,61.41.153.2,53,UDP,2,208,1969,1,96,1,112,8297.869667,0.091402,8402,9802
192.168.219.101,54945,142.250.66.33,443,UDP,31,16228,1970,16,5118,15,11110,8297.965742,0.763614,53618,116393
192.168.219.101,57269,142.250.66.33,443,UDP,35,17564,1971,18,5452,17,12112,8298.73331,0.625104,69773,155007
192.168.219.101,57088,142.250.66.33,443,UDP,35,17815,1972,18,5638,17,12177,8299.338354,0.723544,62337,134637
192.168.219.103,5353,224.0.0.251,5353,UDP,21,5179,1973,21,5179,0,0,8299.894008,848.812248,48,0
fe80::408:d6a1:c61c:6373,5353,ff02::fb,5353,UDP,20,5129,1974,20,5129,0,0,8299.896493,839.268382,48,0
192.168.219.101,50020,142.250.66.33,443,UDP,33,17663,1975,17,5559,16,12104,8299.979952,0.737087,60334,131371
192.168.219.101,59738,142.250.66.33,443,UDP,46,30492,1976,21,7790,25,22702,8300.731685,0.771359,80792,235449
192.168.219.103,63019,192.168.219.101,7000,TCP,12,2616,570,6,449,6,2167,8302.230802,0.057797,62148,299946
192.168.219.101,55550,61.41.153.2,53,UDP,2,281,1977,1,102,1,179,8912.935191,0.18256,4469,7843
192.168.219.101,53269,61.41.153.2,53,UDP,2,243,1978,1,84,1,159,8912.935192,0.182558,3681,6967
192.168.219.101,65141,17.253.114.125,123,UDP,2,180,1979,1,90,1,90,8912.935194,0.182557,3943,3943
192.168.219.101,53445,17.253.114.125,123,UDP,1,90,1980,1,90,0,0,8913.121207,0,,
192.168.219.101,50192,216.58.203.74,443,UDP,22,7148,1981,11,3876,11,3272,8913.20959,0.580757,53392,45072
192.168.219.101,64256,61.41.153.2,53,UDP,2,254,1982,1,80,1,174,8913.229149,0.138472,4621,10052
192.168.219.101,55824,61.41.153.2,53,UDP,2,268,1983,1,80,1,188,8913.229258,0.138362,4625,10870
192.168.219.101,58513,61.41.153.2,53,UDP,2,230,1984,1,90,1,140,8913.368876,0.053777,13388,20826
192.168.219.101,63775,163.171.75.66,80,TCP,11,2413,571,6,582,5,1831,8913.425393,30.800524,151,475
192.168.219.101,50045,216.58.203.74,443,UDP,20,8581,1985,11,3888,9,4693,8913.611981,0.264111,117768,142152
192.168.219.103,63026,192.168.219.101,54946,TCP,120,66215,572,65,43697,55,22518,8914.086184,75.166317,4650,2396
192.168.219.101,64999,61.41.153.2,53,UDP,2,212,1986,1,98,1,114,8914.743211,0.012767,61408,71434
192.168.219.101,12833,61.41.153.2,53,UDP,2,246,1987,1,98,1,148,8914.743266,0.061909,12663,19124
192.168.219.101,64094,142.250.66.74,443,UDP,23,11597,1988,12,3834,11,7763,8914.769564,0.500084,61333,124187
192.168.219.101,54947,142.250.66.74,443,TCP,29,13499,573,13,1425,16,12074,8914.834367,172.415218,66,560
fe80::408:d6a1:c61c:6373,63025,fe80::102a:21ec:c118:a887,54946,TCP,3,270,574,2,172,1,98,8914.95521,0.006962,197644,112611
192.168.219.101,63623,17.253.114.253,123,UDP,2,180,1989,1,90,1,90,8915.125001,0.00906,79470,79470
192.168.219.101,63791,61.41.153.2,53,UDP,2,194,1990,1,81,1,113,8915.197931,0.036924,17549,24482
192.168.219.101,60932,142.250.66.74,443,UDP,37,18191,1991,18,4839,19,13352,8915.198496,1.304856,29667,81860
192.168.219.101,54948,211.249.221.162,443,TCP,12,1564,575,7,903,5,661,8915.238123,0.142628,50649,37075
192.168.219.101,54949,142.250.66.74,443,TCP,30,13565,576,14,1491,16,12074,8915.258117,171.991426,69,561
192.168.219.101,54950,121.53.200.253,443,TCP,30,12085,577,14,1932,16,10153,8915.346285,180.435833,85,450
192.168.219.101,60024,61.41.153.2,53,UDP,2,197,1992,1,71,1,126,8917.337672,0.014167,40093,71151
192.168.219.101,49470,61.41.153.2,53,UDP,2,222,1993,1,71,1,151,8917.337768,0.014072,40363,85844
192.168.219.101,63776,162.159.128.233,443,TCP,24,7897,578,12,2363,12,5534,8917.354032,61.494015,307,719
192.168.219.101,53631,162.159.137.232,443,UDP,582,531789,1994,164,78591,418,453198,8917.736315,26.467473,23754,136982
192.168.219.101,54951,162.159.137.232,443,TCP,25,4635,579,13,1367,12,3268,8917.748816,315.180274,34,82
192.168.219.101,58744,61.41.153.2,53,UDP,2,236,1995,1,78,1,158,8918.017611,0.00695,89784,181870
192.168.219.101,54952,162.159.136.234,443,TCP,470,292737,580,172,15245,298,277492,8918.028104,344.445679,354,6444
192.168.219.101,59228,61.41.153.2,53,UDP,2,246,1996,1,76,1,170,8918.989045,0.006757,89980,201272
192.168.219.101,52611,61.41.153.2,53,UDP,2,204,1997,1,76,1,128,8918.989143,0.006658,91318,153799
192.168.219.101,60888,61.41.153.2,53,UDP,2,234,1998,1,85,1,149,8918.997265,0.005296,128398,225075
192.168.219.101,63777,211.249.201.68,443,TCP,23,8727,581,12,2016,11,6711,8919.005186,30.967931,520,1733
192.168.219.101,53414,61.41.153.2,53,UDP,2,236,1999,1,78,1,158,8925.542143,0.005987,104225,211124
192.168.219.101,62799,162.159.138.232,443,UDP,20,8821,2000,10,2566,10,6255,8925.548843,0.130606,157175,383137
192.168.219.101,54953,162.159.138.232,443,TCP,25,4635,582,13,1367,12,3268,8925.560424,315.139171,34,82
192.168.219.101,61729,61.41.153.2,53,UDP,2,338,2001,1,75,1,263,8927.299122,0.006295,95313,334233
192.168.219.101,52651,61.41.153.2,53,UDP,2,284,2002,1,75,1,209,8927.299238,0.006181,97071,270506
192.168.219.101,52528,61.41.153.2,53,UDP,2,282,2003,1,106,1,176,8927.306053,0.007559,112184,186268
192.168.219.101,54205,61.41.153.2,53,UDP,2,228,2004,1,106,1,122,8927.306151,0.007462,113642,130796
192.168.219.101,63778,40.70.161.7,443,TCP,25,8708,583,12,2384,13,6324,8927.319074,31.898646,597,1586
192.168.219.101,63302,142.251.220.14,443,UDP,21,8249,2005,11,4208,10,4041,8928.57579,0.470448,71557,68717
192.168.219.101,64064,172.217.25.3,443,UDP,23,6389,2006,11,2724,12,3665,8928.868208,0.16786,129822,174669
192.168.219.104,5353,224.0.0.251,5353,UDP,19,2856,2007,19,2856,0,0,8929.964015,326.548317,69,0
192.168.219.21,5353,224.0.0.251,5353,UDP,34,13666,2008,34,13666,0,0,8929.967944,326.55203,334,0
192.168.219.101,58782,61.41.153.2,53,UDP,2,258,2009,1,89,1,169,8930.469815,0.011262,63221,120049
192.168.219.101,54954,162.159.128.235,443,TCP,106,17924,584,68,9342,38,8582,8930.481689,330.103817,226,207
192.168.219.101,62006,61.41.153.2,53,UDP,2,174,2010,1,79,1,95,8932.624286,0.025877,24423,29369
192.168.219.101,56640,61.41.153.2,53,UDP,2,164,2011,1,74,1,90,8932.624626,0.025536,23182,28195
192.168.219.101,61322,61.41.153.2,53,UDP,2,296,2012,1,73,1,223,8932.624721,0.025443,22953,70117
192.168.219.101,53441,61.41.153.2,53,UDP,2,200,2013,1,75,1,125,8932.624816,0.025347,23671,39452
192.168.219.101,54885,61.41.153.2,53,UDP,2,374,2014,1,84,1,290,8932.625081,0.025082,26792,92496
192.168.219.101,60309,61.41.153.2,53,UDP,2,318,2015,1,95,1,223,8932.625519,0.024645,30837,72387
192.168.219.101,62078,61.41.153.2,53,UDP,2,348,2016,1,103,1,245,8932.625589,0.024574,33531,79759
192.168.219.101,53364,61.41.153.2,53,UDP,2,296,2017,1,84,1,212,8932.634306,0.015858,42376,106949
192.168.219.101,53351,66.22.228.211,50001,UDP,2,232,2018,1,116,1,116,8932.984381,0.041215,22516,22516
192.168.219.101,55270,66.22.228.211,50001,UDP,15824,17861456,2019,15102,17780674,722,80782,8932.984411,60.056953,2368508,10760
192.168.219.101,62128,61.41.153.2,53,UDP,2,242,2020,1,81,1,161,8937.376861,0.004623,,
192.168.219.101,54959,162.159.138.234,443,TCP,34,6817,585,17,2098,17,4719,8937.382223,315.383773,53,119
192.168.219.101,52683,66.22.229.61,50001,UDP,2,100,2021,1,50,1,50,8937.506581,0.00876,45662,45662
192.168.219.101,52683,66.22.228.215,50003,UDP,2,100,2022,1,50,1,50,8937.506649,0.008692,46019,46019
192.168.219.101,52683,66.22.229.7,50003,UDP,2,100,2023,1,50,1,50,8937.50666,0.008681,46077,46077
192.168.219.101,52683,66.22.229.207,50002,UDP,2,100,2024,1,50,1,50,8937.506675,0.008666,46157,46157
192.168.219.101,52683,66.22.228.212,50001,UDP,2,100,2025,1,50,1,50,8937.506697,0.008643,46280,46280
192.168.219.101,52683,66.22.248.167,50004,UDP,2,100,2026,1,50,1,50,8937.506705,0.040042,9989,9989
192.168.219.101,52683,66.22.248.174,50002,UDP,2,100,2027,1,50,1,50,8937.506718,0.04003,9992,9992
192.168.219.101,52683,66.22.210.22,50002,UDP,2,100,2028,1,50,1,50,8937.506738,0.040009,9997,9997
192.168.219.101,52683,66.22.208.33,50003,UDP,2,100,2029,1,50,1,50,8937.506757,0.039991,10002,10002
192.168.219.101,52683,66.22.248.58,50004,UDP,2,100,2030,1,50,1,50,8937.506772,0.039976,10006,10006
192.168.219.101,52683,66.22.218.71,50004,UDP,2,100,2031,1,50,1,50,8937.506787,0.095558,4185,4185
192.168.219.101,52683,66.22.219.101,50002,UDP,2,100,2032,1,50,1,50,8937.506802,0.088565,4516,4516
192.168.219.101,52683,66.22.218.63,50001,UDP,2,100,2033,1,50,1,50,8937.506818,0.088551,4517,4517
192.168.219.101,52683,66.22.219.23,50003,UDP,2,100,2034,1,50,1,50,8937.506839,0.088529,4518,4518
192.168.219.101,52683,66.22.219.99,50004,UDP,2,100,2035,1,50,1,50,8937.506846,0.08852,4518,4518
192.168.219.101,52683,66.22.221.64,50001,UDP,2,100,2036,1,50,1,50,8937.506868,0.108783,3677,3677
192.168.219.101,52683,66.22.220.67,50004,UDP,2,100,2037,1,50,1,50,8937.506875,0.107215,3730,3730
192.168.219.101,52683,66.22.220.27,50001,UDP,2,100,2038,1,50,1,50,8937.506898,0.107649,3715,3715
192.168.219.101,52683,66.22.221.19,50002,UDP,2,100,2039,1,50,1,50,8937.506905,0.108747,3678,3678
192.168.219.101,52683,66.22.220.121,50003,UDP,2,100,2040,1,50,1,50,8937.506926,0.107163,3732,3732
192.168.219.101,52683,66.22.239.14,50002,UDP,2,100,2041,1,50,1,50,8937.506933,0.275979,1449,1449
